,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,,,,
,,,,,,,,,,,,11,14,,,1,,,,,14,,,11,,,,
,,,,,,,,,,,,11,,,,,,,,,,,,11,,,,
,,,,,,,,,,,,11,,,,,,,,,,,,11,,,,
,,,,,,,,,,,,11,,,,,,,,,,,,11,,,,
,,,,,,,,,,,,11,,,,,,,,,,,,11,,,,
,,,,,,,,,,,,11,,,,,,,,,,,,11,,,,
,,,,,,,,11,11,11,11,11,,,,,,,,,,,,11,11,11,11,11
,,,,,,,,11,13,,,,,,,,10,,,,,,,,13,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,,9,,,,,,,,9,,,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,,,,,,9,,,,,,,,,,,11
,,,,,,,,11,11,11,11,,,,,,,,,,,,,,11,11,11,11
,,,,,,,,11,2,,,,13,,,,,,,,13,,,,2,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,2,,,,9,,,,13,,,,9,,,,2,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,11,11,11,,,,,,,,,,,,,,11,11,11,11
