,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,11,11,11,11,,,,,,,,
,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,11,11,11,11,,,,11,11,,,
,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,11,11,11,11,11,,11,11,11,11,,,,,,11,,,
,,,,,,,,,,11,13,,,,,11,9,,,13,,,,,11,,,
,,,,,,,,,,11,,,,,,11,,,,,,,,,11,,,
,,,,,,,,,,11,,,,,,11,,,,,,,,,11,,,
,,,,,,,,,,,,,,,,11,11,11,11,,,,,,11,10,,
,,,,,,,,,,,3,,,11,,9,,,,,,,,,11,,,
,,,,,,,,,,,,,,11,,,,,,,13,,,,11,,,
,,,,,,,,,,,,,,11,,,,,,,,,,,11,,,
,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,11,13,,,,,9,,,,,,,,,11,,,
,,,,,,,,,,11,,,,,,,,,,13,,,,,11,,,
,,,,,,,,,,11,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,11,11,11,11,11,,,,,,,,,,,11,,,
,,,,,,,,,,,2,,,,,11,11,11,11,,,,11,11,11,,,
,,,,,,,,,,,,,,,,11,9,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,11,11,11,,,,,,,,,
