,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,11,11,11,1,,,,,11,11,11,11,,
,,,,,,,,,,,,,11,8,,,,,,,,8,,,11,,
,,,,,,,,,,,,,11,,,,,,,,,,,,11,,
,,,,,,,,,,,,,11,,,,,,,,,,,,11,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,10,,,12,,,,,,,,12,,,10,,
,,,,,,,,,,,,,,,,,,8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,13,,,13,,,,8,,,,13,,,13,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,11,11,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,11,3,,,9,,,10,,,9,,,3,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,11,11,11,,,,11,11,11,,,,
,,,,,,,,,,,,,,,,,,8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,11,11,11,,,,,,,
