,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,11,14,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,,,11
,,,,,,,11,,,,11,10,,,11,1,,,,,11,10,,,11,,,,11
,,,,,,,11,,,,11,,,,11,,,,,,11,,,,11,,,,11
,,,,,,,11,,,,,,,,11,,,,,,11,,,,,,,,11
,,,,,,,11,,,,,,,,11,,,,,,11,,,,,,,,11
,,,,,,,11,,,,,14,,,11,,,,,,11,14,,,,,,,11
,,,,,,,11,14,,,,,,,11,11,11,11,11,11,11,,,,,14,,,11
,,,,,,,11,,,,,,,,8,,,,8,,,,,,,,,,11
,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
,,,,,,,,,,,11,3,,,,,,,,,,3,,,11,,,,
,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,,
,,,,,,,11,8,,,11,,,,,,,,,,,,,,11,8,,,11
,,,,,,,11,,,,11,8,,,,,14,,,,,8,,,11,,,,11
,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11
,,,,,,,11,11,11,11,11,,,,,,,,,,,,,,11,11,11,11,11
