,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,11,11,11,11,11,11,11,,,,,,
,,,,,,,,,,,,,,,,,11,1,,,,,11,,,,,,
,,,,,,,,,,,,,,,,,11,,,,,,11,,,,,,
,,,,,,,,,,,,,,,,,11,,,,,,11,,,,,,
,,,,,,,,,,,,,,11,11,11,11,,,,,,11,11,11,11,,,
,,,,,,,,,,,,,,11,10,,,,,,,,10,,,11,,,
,,,,,,,,,,,,,,11,,,,,,,,,,,,11,,,
,,,,,,,,,,,,,,11,,,,,,,,,,,,11,,,
,,,,,,,,,,,,,,11,12,,,,,,,,12,,,11,,,
,,,,,,,,,,,,,,11,,,,,,,,,,,,11,,,
,,,,,,,,,,,,,,11,,,,,,,,,,,,11,,,
,,,,,,,,,,,11,11,11,11,,,,,,,,,,,,11,11,11,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,11,11,11,11,11,,,,,,,11
,,,,,,,,,,,2,,,,13,,,11,13,,,11,13,,,,3,,
,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,
,,,,,,,,,,,11,11,11,,,,,11,,,,11,,,,,11,11,11
,,,,,,,,,,,11,8,,,,,,,,,,,,,,8,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,11,,,,11,,,,,,,11
,,,,,,,,,,,11,11,11,11,11,11,11,11,,,,11,11,11,11,11,11,11,11
