,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
,,,,,,,,,,,,,8,,,,,,,,8,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,11,,,,11,,,,,,11,,,,11,,,
,,,,,,,,,,,11,,,,11,11,11,11,11,11,11,,,,11,,,
,,,,,,,,,,,11,,14,,,11,3,,,11,14,,,,11,,,
,,,,,,,,,,,11,,,,,11,,,,11,,,,,11,,,
,,,,,,,,,,,11,,,,,11,,,,11,,,,,11,,,
,,,,,,,,,,,11,,,,,11,2,,,11,,,,,11,,,
,,,,,,,,,,,11,10,,,,11,,,,11,,10,,,11,,,
,,,,,,,,14,,,11,,,,,11,,,,11,,,,,11,14,,
,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,11,,,,,11,11,11,11,11,,,,,11,,,
,,,,,,,,,,,11,8,,,,11,5,,,11,,8,,,11,,,
,,,,,,,,,,,11,,,,,11,,,,11,,,,,11,,,
,,,,,,,,,,,11,,,,,11,,,,11,,,,,11,,,
,,,,,,,,8,,,11,,,,,,,,,,,,,,11,8,,
,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,11,14,,,14,,,,14,,,14,,,11,,,
,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,11,11,11,11,11,,,,,,11,11,11,11,11,,,
