2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,11,11,11,11,,,11,11,11,11,,,11,11,11,11,,,,
,,,,,,,,,,,,,,11,,,11,,,11,,,11,,,11,,,11,,,,
,,,,,,,,,,,11,11,11,11,,,11,11,11,11,,,11,11,11,11,,,11,11,11,11,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,9,,,,,1,,,,,,,9,,,,,,11
,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,11,11
,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,,,,,,11,3,,,,2,,,,,,,,2,,,,3,,,11,
,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,11,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,13,,,,10,,,,10,,,,13,,,,,,11
,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,11,11
,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,,,,,,11,,,,,13,,,,,,,,13,,,,,,,11,
,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,11,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,,,,11,11,11,11,11,11,11,11,11,11
,,,,,,,,,,,,,,,12,,,,,11,,,,11,,,12,,,,,,
,,,,,,,,,,,,,,,,,,11,11,11,,,,11,11,11,,,,,,,
,,,,,,,,,,,,,,,,,,11,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,11,,,,,,,,11,,,,,,,
