4,,,,,,,,,,,,,,,,,,,
9,,9,,9,,9,,9,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,10
43,,,,46,,,,,,,,,,,39,,,,
,,,,,,,,,,,,,,,,,,,10
43,,,,46,,,,,,,,,,,,,,,
,,43,,,,,46,,,,,,,,,,,,10
43,,,,46,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,10
43,,,,46,,,,,,,38,,,,,,,,
,,,,,,,,,,,,,,,,,,,
43,,,,46,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,
43,,,,46,,,,,,,,,,,,,,,10
,,43,,,,,46,,,,,,,,,,,,
43,,,,46,,,,,,,,,,,40,,,,10
,,,,,,,,,,,,,,,,,,,
43,,,,46,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,
9,,9,,9,,9,,9,9,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,
