4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,27,27,27,27,27,27,27,,,,
,,,,,,,,27,27,29,27,27,27,27,27,27,,,
,,,,,,,27,27,29,29,29,29,29,29,29,27,27,,
,,,,,,27,27,29,29,29,29,29,29,29,29,29,27,,
,,,,,27,27,28,28,28,28,28,28,28,28,28,29,27,,
,,,,27,27,27,28,28,28,28,28,28,28,28,28,29,27,,
,,,27,27,27,27,28,28,28,28,28,28,28,28,28,29,27,,
,,27,27,27,27,28,28,28,28,28,28,28,28,28,27,27,,,
,27,27,27,27,27,28,28,28,28,28,28,28,28,28,27,27,,,
27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,27,27,,,
,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,29,27,,
,,27,27,27,27,28,28,28,28,28,28,28,28,28,28,29,27,,
,,,27,27,27,27,28,28,28,28,28,28,28,28,28,29,27,,
,,,,27,27,27,28,28,28,28,28,28,28,28,28,29,27,,
,,,,,27,27,28,28,28,28,28,28,28,28,29,29,27,,
,,,,,,27,27,29,29,29,29,29,29,29,29,27,27,,
,,,,,,,27,27,29,29,29,29,29,29,27,27,,,
,,,,,,,,27,27,27,27,27,27,27,27,,,,
,,,,,,,,,27,27,27,27,27,27,,,,,
,,,,,,,,,,,,,,,,,,,
