4,,,,,,,,,,,,,,,,,,,
28,28,,,,,,,,,,,,,,,,28,28,28
28,28,28,28,28,28,28,28,28,28,,,,,,,28,28,28,28
28,28,28,28,28,28,28,28,28,28,,,,,,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,,,,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,,,,,,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,,29,29,29,,,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,,,,,
28,28,28,28,28,28,28,28,28,28,,29,29,29,29,29,,,,
28,28,28,28,28,28,28,28,28,28,,,29,29,29,29,,,,
28,28,28,28,28,28,28,28,28,,,,,29,29,29,29,,,
27,27,27,27,27,27,27,27,27,,,,,29,29,29,29,,,
27,27,27,27,27,27,27,27,27,27,,,29,29,29,29,,,,
27,27,27,27,27,27,27,27,27,27,,29,29,29,29,29,,,,
27,27,27,27,27,27,27,27,27,27,27,29,29,29,29,,,,,
27,27,27,27,27,27,27,27,27,27,,29,29,29,,,,27,27,27
27,27,27,27,27,27,27,27,27,27,,,,,,,27,27,27,27
27,27,27,27,27,27,27,27,27,27,,,,,,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,,,,27,27,27,27,27,27,27
27,27,27,27,27,27,27,27,27,27,,,,,,27,27,27,27,27
27,27,,,,,,,,,,,,,,,27,27,27,27
