4,,,,,,,,,,,,,,,,,,,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,,27,27,27,27,,,,,,,27,27,27,27,27,
,,,27,27,27,27,27,,,,,27,27,27,27,27,27,27,
,,27,27,27,27,27,27,,,,27,27,27,27,27,27,27,27,
,27,27,27,27,27,27,27,,,27,27,27,27,27,27,27,27,,
27,27,27,27,27,27,27,,,,27,27,27,27,27,27,27,,,
27,27,27,27,27,27,,,,,27,27,27,27,27,27,,,,
27,27,27,27,27,,,,,,27,27,27,27,27,,,,,
,27,27,27,,,,,,,,27,27,27,,,,,,
