3,,,,,,,,,,,,,,,,,,,
,,,,,34,,,,,,,,,,9,,,,
,,,43,34,34,,,,,,,,46,11,9,,,,
,,43,34,34,34,34,,,,,,,46,11,9,9,,,
,43,34,34,34,34,,34,,,,46,46,46,11,9,,9,,
,43,34,,34,34,,,34,,,46,46,,11,9,,,9,
,34,34,,34,34,,,,34,46,34,46,,11,9,,,,9
43,34,,,34,34,,,,34,,34,,,11,9,,,,9
34,34,,,34,34,,,34,,34,34,,,,9,,,9,
34,,,,34,34,,,34,,34,46,,,,11,,,9,
34,,,,34,34,,34,,,34,46,,,,11,,43,,
34,34,,,34,34,,,34,,34,46,,,,11,,,43,
34,34,,,34,34,,,34,,34,46,,,,43,,,43,
9,34,,,34,34,,,,34,11,46,,,11,43,,,,43
,34,34,,34,34,,,,34,,46,46,,11,43,,,,43
,9,34,,34,34,,,34,,,11,46,,11,43,,,43,
,9,34,34,34,34,,34,,,,11,46,46,11,43,,43,,
,,9,34,34,34,34,,,,,,11,46,11,43,43,,,
,,,9,34,,,,,,,,,11,11,,,,,
,,,,,34,,,,,,,,,,43,,,,
