3,,,,,,,,,,,,,,,,,,,
46,43,43,43,43,43,43,43,43,43,43,46,46,46,7,7,7,7,7,7
46,,,,,,,,,9,9,,,,,,,,,7
46,,,,49,,,,,9,9,,11,,,,,11,,7
46,,,49,49,49,,,,9,9,,11,11,11,11,11,11,,7
46,,,,49,,,,,9,9,,11,,,,,11,,7
49,,,,49,,,,,9,9,,,,,,11,,,7
49,,,,49,,46,9,,9,9,,,,,11,11,11,,7
49,,,,49,11,,9,,9,9,,,,11,11,11,11,,7
49,,,49,,,46,,,11,11,,,11,,11,11,,,7
49,,49,,,11,,,,11,11,,11,,11,11,,,,7
49,,,49,,,46,,,11,9,,,11,,11,11,,,7
49,,,,49,11,,9,,9,9,,,,11,11,11,11,,7
49,,,,49,,46,9,,9,9,,,,,11,11,11,,7
49,,,,49,,,,,9,9,,,,,,11,,,7
49,,,,49,,,,,9,9,,,11,11,11,11,11,,7
46,,,,49,,,,,9,9,,11,,,,,,,7
46,,,,49,,,,,9,9,,11,,,,,,,7
46,,,49,49,49,,,,9,9,,,11,11,11,11,11,,7
46,,,,,,,,,9,9,,,,,,,,,7
46,43,43,43,43,43,43,43,43,43,43,46,46,46,7,7,7,7,7,7
