3,,,,,,,,,,,,,,,,,,,
,,,,,,,49,49,9,,,,,,,49,,,
,,,,,,34,49,49,9,,,,,,49,49,49,,
,,,,,34,,49,9,9,11,,,,,,49,,,
,,,,34,,,49,9,,11,11,,,,,,,,
,,,,34,,,49,9,,,11,11,,,,,,,
,,,34,,,,49,9,,,,11,7,,,,,,
,,34,,,,,49,9,,,,11,7,,,7,,,
34,,34,,,,,49,9,,,11,11,,,,7,7,,
34,34,34,34,34,34,34,34,9,9,11,11,11,7,7,7,7,7,7,
34,34,34,34,34,34,34,34,9,9,9,11,7,7,7,7,7,7,7,7
34,34,34,34,34,34,34,34,9,9,11,11,11,7,7,7,7,7,7,
34,,34,,,,,49,9,,,11,11,,,,7,7,,
,,34,,,,,49,9,,,,11,7,,,7,,,
,,,34,,,,49,9,,,,11,7,,,,,,
,,,,34,,,49,9,,,11,11,,,,,,,
,,,,34,,,49,9,,11,11,,,,,,,,
,,,,,34,,49,9,9,11,,,,,,49,,,
,,,,,,34,49,49,9,,,,,,49,49,49,,
,,,,,,,49,49,9,,,,,,,49,,,
