2,,,,,,,,,,,,,,,,,,,
9,,,,,,9,,,,11,11,,11,11,11,11,,,
9,,,,,,9,,,11,47,47,11,47,47,47,11,11,,
,9,9,,9,9,,,11,47,47,47,47,47,7,43,47,47,11,
,9,9,,9,9,,11,47,47,47,47,47,7,,7,47,47,46,11
,,9,,9,,,11,47,47,47,47,47,47,7,43,47,47,46,11
,,9,9,9,,,11,47,43,,43,47,47,47,47,47,46,11,46
,,,9,,,,7,47,43,,43,47,47,7,43,47,47,46,46
,,,9,,,,11,47,43,43,43,47,7,,7,47,47,46,46
,,9,46,9,,,11,47,43,43,43,47,43,7,43,47,47,46,
,,9,,9,,,11,47,47,47,47,47,47,47,47,11,46,,
,9,46,,46,9,,,11,47,47,47,47,11,11,11,,,,
9,9,46,,46,9,7,,,11,47,47,11,,,,,,,
9,,,,,,9,,,,11,11,,,,,,,,
