2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,56,56,56,,,,,,,
,,,,,,,,,,56,56,54,,,,,,,
,,,,54,,,,,,54,55,54,,,,,,,
,,,54,54,54,,,,,55,,55,,,,,,,
,,,,54,,,,,55,,53,,55,,,,,,
,,,,,,,,55,,53,,53,,55,,,,,
,,,,,,,55,,53,,52,,53,,55,,,,
,,,,,,55,,53,,52,52,52,,53,,55,,,
,,,,,55,,53,,52,,52,,52,,53,,55,,
54,54,54,54,55,,53,,52,52,52,52,52,53,52,,53,,55,54
,,,,,55,,53,,52,,52,,52,,55,,56,,
,,,,,,55,,53,,52,52,52,,53,,56,,,
,,,,,,,55,,53,,52,,53,,56,,,,
,,,,,,,,55,,53,,53,,56,,,,,
,,,,56,,,,,56,,53,,56,,,,,,
,,,56,56,56,,,,,56,,56,,,,,,,
,,,,56,,,,,,54,56,54,,,,,,,
,,,,,,,,,,56,56,56,,,,,,,
,,,,,,,,,,56,56,56,,,,,,,
