2,,,,,,,,,,,,,,,,,,
,,,,,,,,,55,,,,,,,,,
,,,,,,,,52,,55,,,,,,,,
,,,,,,,52,,56,,55,,,,,,,
,,,,,,52,,56,,56,,55,,,,,,
,,,,,52,,56,,,,56,,55,,,,,
,,,,52,,56,,,56,,,56,,55,,,,
,,,52,,56,,,55,,55,,,56,,55,,,
,,52,,56,,,55,,54,,55,,,56,,55,,
,52,,56,,,55,,,54,,,55,,,56,,55,
52,,56,,,55,,54,54,54,54,54,,55,,,56,,55
,52,,56,,,55,,,54,,,55,,,56,,55,
,,52,,56,,,55,,54,,55,,,56,,55,,
,,,52,,56,,,55,,55,,,56,,55,,,
,,,,52,,56,,,56,,,56,,55,,,,
,,,,,52,,56,,,,56,,55,,,,,
,,,,,,52,,56,,56,,55,,,,,,
,,,,,,,52,,56,,55,,,,,,,
,,,,,,,,52,,55,,,,,,,,
,,,,,,,,,55,,,,,,,,,
