1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
,,,,,,,,,,,11,,,13,,,,,,,,,,,,,,13,,,,,11,
,,,,,,,,,,,11,,,,,,,,,,10,,,,,,,,,,,,11,
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,,,,,11,,,11,11,11,11,11,,1,,,,,,11,11,11,11,11,,,11,
,,,,,,,,,,,11,,,8,,,,11,,,,,,,,11,,8,,,,,11,
,,,,,,,,,,,11,,,,,,,11,,,,,,,,11,,,,,,,11,
,,,,,,,,,,,11,,,,,,,11,,,,,,,,11,,,,,,,11,
,,,,,,,,,,11,11,,,,,,,11,,,,,,,,11,,,,,,,11,11
,,,,,,,,,,,,,,,,,,11,,,9,,,,,11,,,,,,,,
,,,,,,,,,,,,,,,,,,11,,,,,,,,11,,,,,,,,
,,,,,,,,,,11,11,,,,2,,,11,,,,,,,,11,2,,,,,,11,11
,,,,,,,,,,,11,,,,,,,11,,,,,,,,11,,,,,,,11,
,,,,,,,,,,,11,,,,,,,11,11,11,11,11,11,11,11,11,,,,,,,11,
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,,,,11,11,11,11,11,11,11,11,11,11,
,,,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,
