,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
,,,,,,,,11,11,11,11,,,,,,,,,,,,,,11,11,11,11
,,,,,,,,11,8,,,,,,,,,,,,,,,,8,,,11
,,,,,,,,11,,,,,,,,1,,,,,,,,,,,,11
,,,,,,,,11,,,,,14,,,,,,,,14,,,,,,,11
,,,,,,,,11,9,,,,,,,,,,,,,,,,9,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2,,,12,,,13,,,,13,,,12,,,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,11,,,,,,,,,,,,,,,,11,,
,,,,,,,,,,11,,,9,,,,,,,,9,,,,,11,,
,,,,,,,,,,11,,,,,,,,,,,,,,,,11,,
,,,,,,,,,,11,,,,,,,,,,,,,,,,11,,
,,,,,,,,,,11,,,8,,,,15,,,,8,,,,,11,,
,,,,,,,,,,11,,,,,,,,,,,,,,,,11,,
,,,,,,,,,,11,,,,,,,,,,,,,,,,11,,
,,,,,,,,,,11,,,11,11,11,11,,,,11,11,11,11,,,11,,
,,,,,,,,,,11,,,,,,,,,,,,,,,,11,,
,,,,,,,,,,11,,,11,11,11,11,,,,11,11,11,11,,,11,,
