,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,,,
,,,,,,,2,,,11,1,,,,,12,,,,,,8,,,11,2,,
,,,,,,,,,,11,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,11,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,11,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,11,,,,,,,,,,,,,,,11,,,
,,,,,,,2,,,11,12,,,,,14,,,,,,8,,,11,2,,
,,,,,,,,,,11,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,11,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,11,11,11,11,11,11,11,11,11,,,,11,11,11,11,,,
,,,,,,,,,,11,,,,,,,,,,,,,,,11,,,
,,,,,,,3,,,11,13,,,,,10,,,,,,13,,,11,3,,
,,,,,,,,,,11,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,11,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,11,11,11,11,,,11,11,11,11,11,11,11,11,11,11,,,
,,,,,,,13,,,,9,,,,,,11,11,14,,,9,,,,13,,
,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,
,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,
,,,,,,,,,,,12,,,,,,11,11,,,,12,,,,,,
,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,
,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,
,,,,,,,,,,,,,,,11,11,11,11,,,,,,,,,,
