,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,11,11,11,11,11,,,,,,,,,,,,,,,,11,11,11,11,11
,,,,,,,11,13,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,,,11
,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,11,,,,,2,,,3,,,2,,,3,,,2,,,,,,,11
,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,11,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,,11,,,,11,15,,,,1,,,,,,15,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,9,,,,,,9,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,10,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,8,,,,,,8,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,15,,,8,,,,9,,,15,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,11,,,,11,
,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,11,11
,,,,,,,11,13,,,,,,,,,,,,,,,,,,,,13,,,11
,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,11,,,,,11,11,11,11,,,,,,,11,11,11,11,11,,,,,11
,,,,,,,11,11,11,11,11,,,,,,,,,,,,,,,,11,11,11,11,11
