2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
,,,,,,,,,,,11,,,,,,,,,1,,,,,,,,,,,,,11
,,,,,,,,,,,11,2,,,2,,,,,,,,,,,,3,,,3,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,2,,,13,,,,,,,,,,,,13,,,3,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,14,,,,,,,,,,,,11
,,,,,,,,,,,,,,8,,,,,,,,,,,,,,8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,3,,,3,,,,,,14,,,,,,2,,,2,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,9,,,3,,,,,,,,,,,,2,,,9,,,11
,,,,,,,,,,,11,,,,,,,,12,,,,12,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,11,11,11,11,11,11,,,,,,,,,,11,11,11,11,11,11,11
