,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,,,,,,,,,,,,
,,,,,,,,,13,,,13,,,,,,,,13,,,13,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,,,9,,,,,,,,,,9,,,8,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,11,11,11,,11,11,11,11,11,,11,11,11,,,,
,,,,,,,2,,,12,,,11,,11,8,,,11,,11,12,,,3,,
,,,,,,,,,,,,,11,,11,,,,11,,11,,,,,,
,,,,,,,,,,,,,11,,11,,,,11,,11,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11,12,,,,,,,,,,,,12,,,11,,
,,,,,,,,,11,,,,,10,,,,10,,,,,,,11,,
,,,,,,,,,11,,,,,,,,11,,,,,,,,11,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
