,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10,,,1,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,13,,,,,,,,13,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9,,,,,,,,,,,,9,,,11,,,
,,,,,,,,,,,,,,,,,12,,,,14,,,,,,,11,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,,11,8,,,11,,,,,,,,11,8,,,11,,,
,,,,,,,,,,,,11,,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,,11,,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,,11,3,,,,,,,,,,,,3,,,11,,,
,,,,,,,,,,,,11,,,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,,11,,,,11,11,,,11,,,11,11,,,,11,,,
,,,,,,,,,11,11,11,11,,,12,,,,,,,,12,,,,,11,11,11,11
,,,,,,,,,11,9,,,,,,,,,,,,,,,,,,9,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,13,,,,2,,,,,,,,,,2,,,,13,,,11
,,,,,,,,,11,,,,,,,,11,11,11,11,11,11,11,,,,,,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
