,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,10,,,8,,,1,,,,,8,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,13,,,9,,,,,,,,9,,,13,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,11,11,11,11,,,,,,,
,,,,,,,,,,,,,,12,,,15,,,12,,,,,,,
,,,,,,,,,11,2,,,,,,,,,,,,,,2,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,8,,,,,,,15,,,,,,,8,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,9,,,,3,,,,,,3,,,,9,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,11,11,11,11,11,11,11,11,11,,,,,
