,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11
,,,,,,,,,,,,,,,,,,,,,11,,,,,11,1,,,,,11
,,,,,,,,,,,,,,,,,,,,,11,,10,,,11,,,,,,11
,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11
,,,,,,,,,,,,,,,,,,3,,,,5,,,,10,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,,,,,,11,,,11,11,11,11
,,,,,,,,,11,15,,,,3,,,11,8,,,,2,,,,11,,,,,,
,,,,,,,,,11,,,,,,,,11,,,,,,,,,11,,,,,,
,,,,,,,,,11,,,,,,,,11,,,,,,,,,11,,,,,,
,,,,,,,,,11,,,,,,,,,,,,,13,,,,11,,,,,,
,,,,,,,,,11,15,,,,,15,,,,,,,,,,,11,,,,,,
,,,,,,,,,11,,,,,,,,,,,,,,,,,11,11,11,11,11,,
,,,,,,,,,11,,,,,,,,,,,,,11,11,11,11,,,,,11,,
,,,,,,,,,11,,,,,,,,,,,,,,,,11,8,,,,11,,
,,,,,,,,,11,15,,,,2,,,,15,,,,,,,11,,,,,11,,
,,,,,,,,,11,,,,,,,,,,,,,,,,11,,,,,11,,
,,,,,,,,,11,,,,,,,,,,,,,,,,11,,,,,11,,
,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11,,
,,,,,,,,,,,,,8,,,,,13,,,,,13,,,,,8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,,
