,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,,,,,
,,,,,,,,,,,,,,,,,11,,,1,,,,,,,11,,,,,
,,,,,,,,,,,,11,11,11,11,11,11,,,,,,,,,,11,11,11,11,11,11
,,,,,,,,,,,,11,,11,2,,,,,,,,,,,,3,,,11,,11
,,,,,,,,,,,,11,11,11,,,,,,,,,,,,,,,,11,11,11
,,,,,,,,,,,,11,,11,,,,,,,,,,,,,,,,11,,11
,,,,,,,,,,,,11,11,11,2,,,8,,,11,11,11,8,,,3,,,11,11,11
,,,,,,,,,,,,11,,11,,,,,,,,,,,,,,,,11,,11
,,,,,,,,,,,,11,11,11,,,,,,,15,,,,,,,,,11,11,11
,,,,,,,,,,,,11,,11,2,,,10,,,,,,10,,,3,,,11,,11
,,,,,,,,,,,,11,11,11,,,,,,,,,,,,,,,,11,11,11
,,,,,,,,,,,,11,,11,,,,,,,,,,,,,,,,11,,11
,,,,,,,,,,,,11,11,11,13,,,12,,,,,,12,,,13,,,11,11,11
,,,,,,,,,,,,11,,11,,,,,,,,,,,,,,,,11,,11
,,,,,,,,,,,,11,11,11,,,,,,,,,,,,,,,,11,11,11
