2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,3,,,,2,,,,,,,,2,,,,3,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,1,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,13,,,,,,,,,,,,13,,,,,,11
,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,11,,,11
,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,11,,,11
,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,11,,,11
,,,,,,,,,,,11,,,11,,,,,9,,,,9,,,,,,,11,,,11
,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,11,,,11
,,,,,,,,,,,11,,,11,14,,,,,,,,,,,,14,,,11,,,11
,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,11,,,11
,,,,,,,,,,,11,,,11,,,,,8,,,,8,,,,,,,11,,,11
,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,11,,,11
,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,11,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,10,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,11,11,11,11,11,,,,,,11,11,11,11,11,,,,11
,,,,,,,,,,,11,,,,11,12,,,11,,,,,,11,12,,,11,,,,11
,,,,,,,,,,,11,,,,11,,,,11,,,,,,11,,,,11,,,,11
,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11,11,,,,,,,,
