,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8,,,15,,,,,,,,,,15,,,8,,,,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11,11,11,11,11,11,11,11,11,,,,,,,,11,11,11,11,11,11,11,11,11
,,,,,,,,11,3,,,,,8,,,,,,,,,,8,,,,,3,,,11
,,,,,,,,11,,,,,,,,,,11,14,,,11,,,,,,,,,,11
,,,,,,,,11,,,,,,,,,,11,,,,11,,,,,,,,,,11
,,,,,,,,11,11,11,11,11,11,11,11,11,,11,,,,11,,11,11,11,11,11,11,11,11,11
,,,,,,,,14,,,12,,,8,,,,,,,,,,8,,,12,,,14,,
,,,,,,,,,,,,,,,,,,11,2,,,11,,,,,,,,,,
,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,
,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,
,,,,,,,,,,,12,,,8,,,,11,2,,,11,,8,,,12,,,,,
,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,
,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,
,,,,,,,,,,,,,,,,,,11,11,11,11,11,,,,,,,,,,
