,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,10,,,11,11,11,11,11,10,,,,,,,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
,,,,,,,,,,,,8,,,,,,,,,,,,,,,,8,,,
,,,,,,,,,,,,,,,,10,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,11,11,11,11,,,,,,,,,,,,,,11,11,11,11
,,,,,,,,,,,11,,,,,3,,,11,11,11,11,11,3,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,8,,,,,,,,,,,,,,,,8,,,11
,,,,,,,,,,,11,,,,,,,,,14,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,8,,,,14,,,,,,,,14,,,,8,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,11,11,11,11,,,,,,8,,,,,,,,11,11,11,11
,,,,,,,,,,,2,,,11,,8,,,,,,,,8,,,,11,2,,
,,,,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,,,,11,11,11,11,11,,,,,,11,11,11,11,11,,,
