,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,12,,,12,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,,,,,,
,,,,,,,,,,,,,11,9,,,11,,10,,,11,1,,,,,11,10,,,,,
,,,,,,,,,,,,,11,,,,11,,,,,11,,,,,,11,,,,,,
,,,,,,,,,,,,,11,,,,11,,,,,11,,,,,,11,,,,,,
,,,,,,,,,,,,,,,,,,,2,,,11,,,,,,11,11,11,11,11,11,
,,,,,,,,,,,,,,,,,,,,,,11,,,,,,11,11,9,,,11,
,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11,11,11,,,,11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,14,,,,,,,,,,,14,,,,,,,,,
,,,,,,,,11,8,,,11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11,,,,11,,,,,,10,,,,,,,,,,,,,,,,
,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11,11,11,11,11,11,,,,,,,,,,,,,,,,12,,,12,,
,,,,,,,,,,10,,,11,8,,,,2,,,9,,,11,8,,,11,,,,,,
,,,,,,,,,,,,,11,,,,,,,,,,,11,,,,11,,,,,,
,,,,,,,,,,,,,11,,,,,,,,,,,11,,,,11,,,,,,
,,,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,,,,,,
