,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11,11,11,11,,11,11,11,11,11,11,11,11,11,,11,11,11,11
,,,,,,,,,11,10,,,9,,,1,,,,,9,,,10,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,11,11,11,,,,,,,,,,,,11,11,11,11
,,,,,,,,,,2,,,,,,,,,,,,,,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,12,,,,12,,,,,,,,
,,,,,,,,,11,11,11,11,,,,,,,,,,,,11,11,11,11
,,,,,,,,,11,8,,,,,,,,,,,,,,8,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,11,11,11,,,,,,,,,,,,11,11,11,11
,,,,,,,,,,13,,,,8,,,,,,8,,,,13,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,11,11,11,,,,11,11,11,11,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11,9,,,,15,,,,,,15,,,,9,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,11,11,11,,11,11,11,11,11,11,11,11,11,,11,11,11,11
