,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,10,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
,,,,,,,,,,,,,,8,,,,,,,,8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,11,11,11,,,,,,11,11,11,,,,,
,,,,,,,,,,,,,,,,,11,11,11,11,11,,,,,,,,
,,,,,,,,,,,,,,13,,,,,,,,13,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11,11,11,11,11,,,,,,11,11,11,11,11,,,
,,,,,,,,,,,,11,8,,,11,,,,,,11,8,,,11,,,
,,,,,,,,,,,,11,,,,11,,,,,,11,,,,11,,,
,,,,,,,,,,,,11,,,,11,,5,,,,11,,,,11,,,
,,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,9,,,11,,,,,,,,,,,,,,11,9,,
,,,,,,,,,,,,11,13,,,,,,,,,,12,,,11,,,
,,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,9,,,11,,,,,,,,,,,,,,11,9,,
,,,,,,,,,,,,11,,,,12,,,,12,,,,,,11,,,
,,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,,11,,,,,,,,,,,,,,11,,,
,,,,,,,,,,,,11,11,11,11,11,,,,,,11,11,11,11,11,,,
