,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
,,,,,,,,11,3,,,9,,,1,,,,,9,,,2,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,10,,,,,,,,,,10,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,2,,,13,,,,13,,,3,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,11,12,,,,12,,,11,,,,,
,,,,,,,,,,,,,11,,,,,,,,11,,,,,
,,,,,,,,,,,,,11,,,,,,,,11,,,,,
,,,,,,,,,,,,,11,,,,,,,,11,,,,,
,,,,,,,,,,,,,11,8,,,,8,,,11,,,,,
,,,,,,,,,,,,,11,,,,,,,,11,,,,,
,,,,,,,,,,,,,11,,,,,,,,11,,,,,
,,,,,,,,,,,,,11,,,,,,,,11,,,,,
