,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,
,,,,,,,,,,,,,,,,3,,,,,,,,,,15,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,,,,
,,,,,,,,,,,,,,,,11,11,11,11,11,1,,,,,11,,,
,,,,,,,,,,,,,,,,,,10,,,,,,,,11,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,,
,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
,,,,,,,2,,,10,,,8,,,11,,11,11,11,,,,,,11,,,
,,,,,,,,,,,,,,,,11,,,,,11,10,,,11,,,,
,,,,,,,,,,,,,,,,11,5,,,,11,,,,11,,,,
,,,,,,,14,,,14,,,13,,,11,,,,,11,,,,11,3,,,
,,,,,,,,,,,,,,,,11,,,,,,,,,11,,,,
,,,,,,,,,,,,,,,,11,11,11,11,11,11,,,,11,,,,
,,,,,,,,,,,,,,,,13,,,8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,14,,,10,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,14,,,2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
