,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3,,,,9,,,9,,,,10,,,,9,,,9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,11,11,11,11,11,11,11,,,,,,,,,,,11
,,,,,,,,,,,,,11,1,,,,,11,,,,,,,,,,,11
,,,,,,,,,,,,,11,,,,,,11,12,,,,,,,12,,,11
,,,,,,,,,,2,,,11,,,,,,11,,,,,,,,,,,11
,,,,,,,,,,,,,11,,,,,,11,,,,,,,,,,,11
,,,,,,,,,,,,,11,,,,,,11,,,,,,,,,,,11
,,,,,,,,,,13,,,13,,,13,,,11,9,,,,,,,9,,,11
,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,11,,,13,,,,,,,13,,,,,,,13,,,11
,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,11,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
,,,,,,,,,,11,,,11,8,,,,,,,,,,,,,,,,
,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,
,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,
