,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
,,,,,,,,,,11,,11,11,11,11,11,11,,,,,,,,,,11
,,,,,,,,,,11,,1,,,,,11,,9,,,,,9,,,11
,,,,,,,,,,11,,,,,,,11,,,,,,,,,,11
,,,,,,,,,,11,,,,,,,11,,,,,,,,,,11
,,,,,,,,,,11,,,,,,,11,,,,,,,,,,11
,,,,,,,,,,11,,,,,,,11,,13,,,,,13,,,11
,,,,,,,,,,11,,11,11,11,11,11,11,,,,,,,,,,11
,,,,,,,,,,11,,,,,,,,,,,,,,,,,11
,,,,,,,,,,11,3,,,,3,,,11,,,,,,,,,11
,,,,,,,,,,11,,,,,,,,11,8,,,,,14,,,11
,,,,,,,,,,11,,,,,,,,11,,,,,,,,,11
,,,,,,,,,11,11,11,11,11,,11,11,11,11,,,,,,,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,2,,,,,,2,,,14,,,,,13,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,,11,11,11,11,11,11,11,11,11,11,,,,,,,,,11
,,,,,,,,,,,,,,,,,,11,8,,,,,11,11,11,11
,,,,,,,,,,,,,,,,,,11,,,,,,11,,,
,,,,,,,,,,,,,,,,,,11,,,,,,11,,,
