,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
,,,,,,,,11,,,,,2,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,,,,,,,,,,12,,,,,,12,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,11,11,11,11,11,11,11,11,11,,,,,,,,,,11
,,,,,,,,11,2,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,11,,,,,12,,,,,,,,,,,,,11
,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,8,,,11,10,,,,,,,,14,,,,,,,,,11
,,,,,,,,11,,,,11,,,,,,,,,,,,11,,3,,,,11
,,,,,,,,11,,,,11,,,,,,,,,,,,11,,,,,,11
,,,,,,,,11,11,11,11,11,,,,,10,,,,,,,11,,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,11,,,,,,11
,,,,,,,,11,,,,,,,,,,,,,,,,11,1,,,,,11
,,,,,,,,11,,,11,11,11,11,11,11,11,11,11,,,,,11,,,,,,11
,,,,,,,,11,,,11,8,,,,,,,,,,,,11,,,,,,11
,,,,,,,,11,,,11,,,,,,,,,,,,,11,,,,,,11
,,,,,,,,11,,,11,,,,,,,,,,,,,11,,,,,,11
,,,,,,,,11,,,,,,,,,14,,,,,,,11,11,11,11,11,11,11
,,,,,,,,11,,,11,,,,,,,,,,,,,3,,,2,,,11
,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,11,8,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,11,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,,11
,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,11
,,,,,,,,11,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
