2,,,,,,,,,,,,,,,,,,,
56,,56,,,,,,,56,,56,,56,,56,,56,,56
55,,55,,,53,,,,,,,,,54,,,,,
55,,55,,53,53,53,,,53,,,,54,,,,,,
55,,55,,,53,,,53,53,53,,54,54,54,54,54,54,54,54
55,,55,,,,,,,53,,,,54,,,,,,
55,,55,,,,56,,,53,,,,,54,,,56,,56
,,,,,53,,,53,53,53,,,,,,,,,
55,,55,,53,53,53,,,53,,,56,,53,,,56,,56
55,,55,,,53,,,,,,,,,53,,,,,
55,,55,,,,,56,,,54,53,53,53,53,53,53,,,56
55,,55,,,53,,,,,,,,,53,,,,,
55,,55,,53,53,53,,,53,,,56,,53,,,56,,56
,,,,,53,,,53,53,53,,,,,,,,,
55,,55,,,,,,,53,,,,,54,,,56,,56
55,,55,,,,56,,,53,,,,54,,,,,,
55,,55,,,53,,,53,53,53,,54,54,54,54,54,54,54,54
55,,55,,53,53,53,,,53,,,,54,,,,,,
55,,55,,,53,,,,,,,,,54,,,,,
56,,56,,,,,,,56,,56,,56,,56,,56,,56
