4,,,,,,,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,,,2,,9
1,,,,,,,,,,,,,,,,,2,,
1,9,,,,,,,,,,,,,,,,2,,9
1,,,,,,,,,,,,,,,,,2,,
1,9,,,,,,,,,,,,,,,,2,,9
1,,,,,,,,,,,,,,,,,2,,
1,,9,,,,,,,,,,,,,,,2,,9
1,,,,,,,,,,,,,,,,,2,,
1,,9,,,37,,,,38,,,,39,,,,2,,9
1,,,,,,,,,,,,,,,,,2,,
1,,,,,,,,,,,,,,,,,2,,9
1,,9,,,,,,,,,,,,,,,2,,
1,,,,,,,,,,,,,,,,,2,,9
1,,9,,,,,,,,,,,,,,,2,,
1,,,,,,,,,,,,,,,,,2,,9
1,9,,,,,,,,,,,,,,,,2,,
1,,,,,,,,,,,,,,,,,2,,9
1,9,,,,,,,,,,,,,,,,2,,
1,,,,,,,,,,,,,,,,,2,,9
1,9,,,,,,,,,,,,,,,,2,,
,,,,,,,,,,,,,,,,,,,
